channel names:							
005_-58_290_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	005_-58_290_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	005_-58_290_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	005_-58_290_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	005_-58_290_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	005_-58_290_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	005_-58_290_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	005_-58_290_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
2,895093E-1	1,249019E-2	-7,645905E-1	3,231589E-1	-2,493752E-1	-5,176151E-1	-8,380654E-2	-2,034934E-1
2,895093E-1	1,251403E-2	-7,646024E-1	3,231946E-1	-2,494586E-1	-5,175913E-1	-8,392575E-2	-2,035888E-1
2,895689E-1	1,251403E-2	-7,645428E-1	3,231589E-1	-2,494705E-1	-5,176390E-1	-8,417609E-2	-2,036007E-1
2,894854E-1	1,252595E-2	-7,646144E-1	3,232066E-1	-2,492321E-1	-5,175079E-1	-8,385422E-2	-2,034577E-1
2,894854E-1	1,247827E-2	-7,646501E-1	3,232185E-1	-2,493752E-1	-5,174602E-1	-8,377078E-2	-2,035173E-1
2,895331E-1	1,257364E-2	-7,645667E-1	3,232781E-1	-2,493871E-1	-5,174602E-1	-8,390191E-2	-2,036484E-1
2,896046E-1	1,250211E-2	-7,645428E-1	3,231708E-1	-2,496136E-1	-5,175079E-1	-8,384230E-2	-2,035530E-1
2,895570E-1	1,247827E-2	-7,646263E-1	3,229205E-1	-2,494467E-1	-5,176986E-1	-8,380654E-2	-2,036365E-1
2,895093E-1	1,244251E-2	-7,645071E-1	3,228370E-1	-2,496255E-1	-5,176986E-1	-8,398535E-2	-2,037318E-1
2,895450E-1	1,250211E-2	-7,646501E-1	3,229205E-1	-2,494586E-1	-5,175913E-1	-8,391383E-2	-2,036484E-1
2,895331E-1	1,256171E-2	-7,645428E-1	3,229801E-1	-2,494705E-1	-5,176151E-1	-8,381846E-2	-2,036245E-1
2,895689E-1	1,257364E-2	-7,645190E-1	3,228251E-1	-2,494467E-1	-5,175794E-1	-8,379462E-2	-2,036007E-1
2,895450E-1	1,256171E-2	-7,646620E-1	3,228608E-1	-2,493871E-1	-5,175794E-1	-8,397343E-2	-2,036484E-1
2,895212E-1	1,259748E-2	-7,646501E-1	3,227774E-1	-2,492798E-1	-5,176509E-1	-8,398535E-2	-2,036484E-1
2,894854E-1	1,247827E-2	-7,645428E-1	3,228847E-1	-2,493990E-1	-5,176509E-1	-8,391383E-2	-2,035649E-1
2,896046E-1	1,250211E-2	-7,646382E-1	3,231231E-1	-2,494586E-1	-5,175794E-1	-8,392575E-2	-2,035769E-1
2,895689E-1	1,249019E-2	-7,647336E-1	3,230873E-1	-2,493990E-1	-5,176390E-1	-8,378270E-2	-2,036245E-1
2,894974E-1	1,237098E-2	-7,646382E-1	3,230635E-1	-2,491487E-1	-5,176509E-1	-8,374693E-2	-2,036245E-1
2,895689E-1	1,239482E-2	-7,646382E-1	3,230039E-1	-2,494348E-1	-5,177820E-1	-8,387806E-2	-2,035292E-1
2,895212E-1	1,238290E-2	-7,644951E-1	3,230039E-1	-2,493275E-1	-5,177582E-1	-8,393767E-2	-2,036245E-1
2,894735E-1	1,237098E-2	-7,645190E-1	3,230993E-1	-2,493513E-1	-5,176032E-1	-8,385422E-2	-2,034934E-1
2,895093E-1	1,249019E-2	-7,646263E-1	3,232781E-1	-2,491844E-1	-5,176271E-1	-8,380654E-2	-2,033623E-1
2,895689E-1	1,253787E-2	-7,645667E-1	3,234092E-1	-2,492083E-1	-5,174721E-1	-8,397343E-2	-2,034219E-1
2,895331E-1	1,252595E-2	-7,645548E-1	3,233973E-1	-2,493394E-1	-5,174363E-1	-8,393767E-2	-2,035769E-1
2,894974E-1	1,250211E-2	-7,646501E-1	3,229920E-1	-2,493394E-1	-5,175555E-1	-8,385422E-2	-2,036007E-1
2,894497E-1	1,239482E-2	-7,646740E-1	3,226582E-1	-2,491725E-1	-5,176628E-1	-8,392575E-2	-2,036126E-1
2,893901E-1	1,243058E-2	-7,646144E-1	3,225986E-1	-2,493632E-1	-5,177701E-1	-8,402112E-2	-2,036603E-1
2,894139E-1	1,246635E-2	-7,646144E-1	3,225628E-1	-2,494348E-1	-5,177224E-1	-8,412840E-2	-2,038153E-1
2,894854E-1	1,250211E-2	-7,645309E-1	3,226701E-1	-2,493155E-1	-5,176986E-1	-8,394959E-2	-2,036365E-1
2,895212E-1	1,241866E-2	-7,646024E-1	3,227416E-1	-2,491487E-1	-5,175555E-1	-8,361580E-2	-2,036365E-1
2,895570E-1	1,234714E-2	-7,645786E-1	3,227774E-1	-2,492917E-1	-5,175794E-1	-8,380654E-2	-2,036007E-1
2,894974E-1	1,257364E-2	-7,646144E-1	3,227536E-1	-2,491367E-1	-5,176867E-1	-8,390191E-2	-2,036484E-1
2,895331E-1	1,245443E-2	-7,646144E-1	3,228012E-1	-2,492321E-1	-5,176509E-1	-8,384230E-2	-2,037199E-1
2,895689E-1	1,258556E-2	-7,645905E-1	3,228489E-1	-2,490771E-1	-5,177224E-1	-8,396151E-2	-2,036722E-1
2,895450E-1	1,257364E-2	-7,646024E-1	3,228370E-1	-2,489102E-1	-5,176151E-1	-8,373501E-2	-2,035888E-1
2,895689E-1	1,258556E-2	-7,645667E-1	3,229085E-1	-2,493394E-1	-5,176509E-1	-8,366349E-2	-2,036007E-1
2,895093E-1	1,259748E-2	-7,646978E-1	3,229205E-1	-2,491606E-1	-5,176032E-1	-8,391383E-2	-2,036365E-1
2,894854E-1	1,249019E-2	-7,646620E-1	3,228370E-1	-2,491606E-1	-5,178059E-1	-8,385422E-2	-2,037676E-1
2,894616E-1	1,252595E-2	-7,646620E-1	3,227774E-1	-2,493632E-1	-5,178178E-1	-8,391383E-2	-2,036842E-1
2,894854E-1	1,256171E-2	-7,646144E-1	3,228012E-1	-2,492083E-1	-5,177105E-1	-8,379462E-2	-2,035888E-1
2,895450E-1	1,257364E-2	-7,645786E-1	3,229801E-1	-2,489460E-1	-5,176628E-1	-8,377078E-2	-2,036126E-1
2,895689E-1	1,266900E-2	-7,645190E-1	3,233854E-1	-2,491844E-1	-5,174602E-1	-8,390191E-2	-2,036842E-1
2,895927E-1	1,260940E-2	-7,645309E-1	3,234927E-1	-2,491606E-1	-5,175079E-1	-8,409264E-2	-2,035769E-1
2,895212E-1	1,262132E-2	-7,644832E-1	3,232542E-1	-2,489579E-1	-5,175436E-1	-8,386614E-2	-2,034457E-1
2,895212E-1	1,260940E-2	-7,645548E-1	3,230635E-1	-2,489818E-1	-5,176509E-1	-8,391383E-2	-2,034696E-1
2,894735E-1	1,256171E-2	-7,644832E-1	3,228966E-1	-2,491010E-1	-5,176867E-1	-8,421185E-2	-2,036842E-1
2,894497E-1	1,249019E-2	-7,643879E-1	3,227297E-1	-2,493155E-1	-5,176867E-1	-8,415225E-2	-2,037914E-1
2,895570E-1	1,246635E-2	-7,643998E-1	3,227178E-1	-2,493155E-1	-5,175436E-1	-8,404496E-2	-2,037199E-1
2,896046E-1	1,260940E-2	-7,644236E-1	3,227655E-1	-2,495182E-1	-5,174721E-1	-8,386614E-2	-2,036245E-1
2,895093E-1	1,244251E-2	-7,645190E-1	3,226463E-1	-2,494348E-1	-5,175913E-1	-8,388999E-2	-2,037438E-1
2,893662E-1	1,240674E-2	-7,645309E-1	3,224675E-1	-2,495420E-1	-5,176271E-1	-8,414032E-2	-2,037557E-1
2,894735E-1	1,241866E-2	-7,646024E-1	3,223363E-1	-2,494586E-1	-5,177224E-1	-8,414032E-2	-2,038034E-1
2,895808E-1	1,238290E-2	-7,645667E-1	3,224555E-1	-2,494705E-1	-5,178178E-1	-8,399727E-2	-2,037795E-1
2,895331E-1	1,243058E-2	-7,644594E-1	3,226344E-1	-2,495063E-1	-5,176867E-1	-8,384230E-2	-2,037080E-1
2,894854E-1	1,235906E-2	-7,644355E-1	3,227655E-1	-2,494228E-1	-5,176628E-1	-8,385422E-2	-2,036126E-1
2,895808E-1	1,247827E-2	-7,643759E-1	3,227416E-1	-2,494348E-1	-5,177105E-1	-8,377078E-2	-2,036484E-1
2,895808E-1	1,238290E-2	-7,644355E-1	3,227178E-1	-2,492917E-1	-5,178178E-1	-8,375885E-2	-2,036484E-1
2,895450E-1	1,240674E-2	-7,645309E-1	3,227774E-1	-2,490771E-1	-5,177582E-1	-8,396151E-2	-2,037080E-1
2,895331E-1	1,235906E-2	-7,644475E-1	3,228012E-1	-2,489937E-1	-5,176747E-1	-8,393767E-2	-2,036126E-1
2,895927E-1	1,246635E-2	-7,644117E-1	3,230516E-1	-2,490771E-1	-5,175079E-1	-8,383038E-2	-2,034815E-1
2,897000E-1	1,254979E-2	-7,644594E-1	3,232185E-1	-2,492083E-1	-5,174244E-1	-8,367541E-2	-2,033980E-1
2,895689E-1	1,240674E-2	-7,645548E-1	3,232542E-1	-2,491606E-1	-5,176032E-1	-8,373501E-2	-2,035292E-1
2,895212E-1	1,226369E-2	-7,646382E-1	3,230873E-1	-2,492917E-1	-5,176867E-1	-8,411648E-2	-2,036245E-1
2,895689E-1	1,235906E-2	-7,646978E-1	3,229443E-1	-2,494705E-1	-5,176867E-1	-8,419993E-2	-2,037676E-1
2,896166E-1	1,241866E-2	-7,645309E-1	3,229324E-1	-2,495420E-1	-5,176628E-1	-8,408072E-2	-2,037080E-1
2,896285E-1	1,237098E-2	-7,645667E-1	3,228012E-1	-2,495659E-1	-5,175794E-1	-8,403304E-2	-2,036722E-1
2,895331E-1	1,243058E-2	-7,644951E-1	3,227059E-1	-2,497209E-1	-5,176151E-1	-8,418801E-2	-2,036484E-1
2,896285E-1	1,240674E-2	-7,644594E-1	3,225151E-1	-2,495420E-1	-5,177105E-1	-8,405688E-2	-2,038034E-1
2,896285E-1	1,244251E-2	-7,646144E-1	3,225390E-1	-2,492917E-1	-5,176628E-1	-8,397343E-2	-2,037438E-1
2,896046E-1	1,246635E-2	-7,644594E-1	3,226582E-1	-2,496017E-1	-5,175794E-1	-8,415225E-2	-2,037795E-1
2,895927E-1	1,258556E-2	-7,643402E-1	3,229205E-1	-2,493871E-1	-5,174482E-1	-8,390191E-2	-2,037676E-1
2,897000E-1	1,264516E-2	-7,645190E-1	3,231946E-1	-2,494705E-1	-5,173529E-1	-8,375885E-2	-2,036961E-1
2,896523E-1	1,252595E-2	-7,645071E-1	3,230993E-1	-2,496851E-1	-5,174363E-1	-8,400919E-2	-2,037795E-1
2,895808E-1	1,238290E-2	-7,644951E-1	3,228251E-1	-2,492917E-1	-5,175198E-1	-8,378270E-2	-2,036961E-1
2,895689E-1	1,233522E-2	-7,644236E-1	3,226940E-1	-2,492917E-1	-5,176271E-1	-8,379462E-2	-2,038630E-1
2,896404E-1	1,220409E-2	-7,644713E-1	3,226224E-1	-2,494824E-1	-5,175555E-1	-8,419993E-2	-2,038868E-1
2,896881E-1	1,231138E-2	-7,645905E-1	3,228608E-1	-2,491367E-1	-5,175079E-1	-8,399727E-2	-2,035530E-1
2,895808E-1	1,222793E-2	-7,644951E-1	3,230158E-1	-2,495063E-1	-5,174482E-1	-8,412840E-2	-2,036365E-1
2,896762E-1	1,233522E-2	-7,645667E-1	3,229681E-1	-2,496851E-1	-5,174721E-1	-8,445027E-2	-2,036603E-1
2,896642E-1	1,237098E-2	-7,645309E-1	3,229324E-1	-2,494705E-1	-5,174721E-1	-8,414032E-2	-2,035888E-1
2,895689E-1	1,232330E-2	-7,646740E-1	3,228012E-1	-2,493036E-1	-5,176747E-1	-8,408072E-2	-2,038153E-1
2,896285E-1	1,234714E-2	-7,644713E-1	3,226344E-1	-2,495301E-1	-5,176747E-1	-8,435490E-2	-2,036842E-1
2,896166E-1	1,215640E-2	-7,645428E-1	3,224436E-1	-2,495540E-1	-5,177343E-1	-8,408072E-2	-2,034457E-1
2,895093E-1	1,232330E-2	-7,645905E-1	3,225747E-1	-2,496017E-1	-5,177224E-1	-8,381846E-2	-2,036603E-1
2,896285E-1	1,228753E-2	-7,645309E-1	3,227536E-1	-2,495182E-1	-5,175436E-1	-8,400919E-2	-2,036961E-1
2,896046E-1	1,235906E-2	-7,645428E-1	3,228251E-1	-2,494228E-1	-5,175675E-1	-8,375885E-2	-2,035292E-1
2,896285E-1	1,237098E-2	-7,645071E-1	3,230873E-1	-2,493990E-1	-5,174482E-1	-8,378270E-2	-2,036126E-1
2,895808E-1	1,229945E-2	-7,646263E-1	3,230397E-1	-2,493155E-1	-5,174363E-1	-8,385422E-2	-2,034457E-1
2,896166E-1	1,229945E-2	-7,645428E-1	3,230158E-1	-2,493632E-1	-5,175555E-1	-8,356812E-2	-2,033861E-1
2,896523E-1	1,233522E-2	-7,644951E-1	3,229443E-1	-2,495897E-1	-5,175555E-1	-8,379462E-2	-2,036007E-1
2,895689E-1	1,240674E-2	-7,646382E-1	3,228966E-1	-2,495420E-1	-5,175794E-1	-8,396151E-2	-2,034696E-1
2,895808E-1	1,238290E-2	-7,645905E-1	3,228847E-1	-2,497805E-1	-5,175555E-1	-8,394959E-2	-2,034338E-1
2,896046E-1	1,246635E-2	-7,645428E-1	3,230039E-1	-2,496970E-1	-5,174959E-1	-8,409264E-2	-2,036245E-1
2,896046E-1	1,247827E-2	-7,645071E-1	3,229681E-1	-2,496255E-1	-5,175317E-1	-8,404496E-2	-2,034100E-1
2,895331E-1	1,247827E-2	-7,645190E-1	3,228370E-1	-2,496970E-1	-5,175555E-1	-8,391383E-2	-2,033861E-1
2,896523E-1	1,250211E-2	-7,645548E-1	3,227178E-1	-2,493990E-1	-5,176867E-1	-8,411648E-2	-2,035888E-1
2,895808E-1	1,238290E-2	-7,645548E-1	3,228132E-1	-2,491844E-1	-5,175555E-1	-8,423569E-2	-2,034457E-1
2,895689E-1	1,244251E-2	-7,644594E-1	3,229801E-1	-2,492202E-1	-5,175436E-1	-8,400919E-2	-2,034457E-1
2,897000E-1	1,266900E-2	-7,645071E-1	3,232423E-1	-2,490175E-1	-5,174006E-1	-8,402112E-2	-2,034219E-1
2,897477E-1	1,266900E-2	-7,645667E-1	3,232423E-1	-2,493752E-1	-5,172217E-1	-8,409264E-2	-2,031954E-1
2,896285E-1	1,274053E-2	-7,644594E-1	3,229681E-1	-2,491963E-1	-5,174602E-1	-8,398535E-2	-2,033146E-1
2,894854E-1	1,266900E-2	-7,644594E-1	3,226224E-1	-2,490891E-1	-5,176271E-1	-8,400919E-2	-2,036126E-1
2,895093E-1	1,268092E-2	-7,645309E-1	3,225151E-1	-2,491725E-1	-5,177224E-1	-8,404496E-2	-2,033265E-1
2,896404E-1	1,266900E-2	-7,644355E-1	3,227893E-1	-2,491129E-1	-5,175555E-1	-8,409264E-2	-2,034100E-1
2,896166E-1	1,276437E-2	-7,644475E-1	3,231231E-1	-2,492679E-1	-5,174482E-1	-8,400919E-2	-2,033265E-1
2,896046E-1	1,277629E-2	-7,645667E-1	3,233258E-1	-2,493632E-1	-5,173529E-1	-8,371117E-2	-2,031477E-1
2,896762E-1	1,269284E-2	-7,645071E-1	3,232662E-1	-2,492559E-1	-5,174602E-1	-8,378270E-2	-2,033146E-1
2,895927E-1	1,269284E-2	-7,644236E-1	3,230397E-1	-2,492917E-1	-5,175079E-1	-8,409264E-2	-2,033742E-1
2,895570E-1	1,281205E-2	-7,643998E-1	3,229920E-1	-2,491606E-1	-5,175555E-1	-8,397343E-2	-2,032788E-1
2,895570E-1	1,283590E-2	-7,644475E-1	3,231827E-1	-2,492202E-1	-5,175198E-1	-8,397343E-2	-2,034219E-1
2,895450E-1	1,268092E-2	-7,643640E-1	3,232662E-1	-2,491606E-1	-5,174840E-1	-8,392575E-2	-2,034338E-1
2,895689E-1	1,266900E-2	-7,645071E-1	3,232423E-1	-2,490652E-1	-5,174840E-1	-8,373501E-2	-2,032192E-1
2,896285E-1	1,265708E-2	-7,644117E-1	3,231231E-1	-2,494824E-1	-5,175913E-1	-8,409264E-2	-2,033980E-1
2,895450E-1	1,266900E-2	-7,643163E-1	3,230397E-1	-2,493513E-1	-5,176032E-1	-8,427145E-2	-2,033265E-1
2,896523E-1	1,262132E-2	-7,643640E-1	3,230039E-1	-2,493394E-1	-5,176271E-1	-8,412840E-2	-2,032908E-1
2,896404E-1	1,258556E-2	-7,643879E-1	3,230993E-1	-2,495063E-1	-5,176747E-1	-8,406880E-2	-2,032669E-1
2,895450E-1	1,254979E-2	-7,644713E-1	3,232662E-1	-2,492440E-1	-5,175317E-1	-8,384230E-2	-2,031239E-1
2,896285E-1	1,254979E-2	-7,644355E-1	3,231350E-1	-2,493394E-1	-5,175794E-1	-8,374693E-2	-2,032550E-1
2,896523E-1	1,250211E-2	-7,644236E-1	3,230516E-1	-2,493871E-1	-5,175794E-1	-8,372309E-2	-2,032908E-1
2,896285E-1	1,246635E-2	-7,644117E-1	3,229443E-1	-2,491725E-1	-5,176867E-1	-8,388999E-2	-2,032073E-1
2,896762E-1	1,251403E-2	-7,644117E-1	3,227893E-1	-2,492321E-1	-5,177343E-1	-8,386614E-2	-2,031716E-1
2,897358E-1	1,258556E-2	-7,643283E-1	3,230516E-1	-2,491725E-1	-5,176867E-1	-8,388999E-2	-2,032669E-1
2,897358E-1	1,269284E-2	-7,643521E-1	3,232542E-1	-2,491129E-1	-5,174840E-1	-8,374693E-2	-2,031477E-1
2,897477E-1	1,271669E-2	-7,643402E-1	3,234092E-1	-2,491129E-1	-5,173648E-1	-8,360388E-2	-2,031716E-1
2,896881E-1	1,269284E-2	-7,643163E-1	3,235880E-1	-2,490294E-1	-5,174125E-1	-8,381846E-2	-2,031835E-1
2,896762E-1	1,263324E-2	-7,643521E-1	3,232066E-1	-2,489460E-1	-5,175555E-1	-8,384230E-2	-2,032073E-1
2,896523E-1	1,246635E-2	-7,643044E-1	3,227297E-1	-2,492321E-1	-5,178416E-1	-8,386614E-2	-2,032788E-1
2,895570E-1	1,251403E-2	-7,643879E-1	3,228370E-1	-2,492679E-1	-5,178178E-1	-8,400919E-2	-2,033265E-1
2,897000E-1	1,256171E-2	-7,643879E-1	3,229920E-1	-2,495301E-1	-5,176390E-1	-8,396151E-2	-2,031954E-1
2,898311E-1	1,266900E-2	-7,642806E-1	3,232781E-1	-2,496255E-1	-5,174363E-1	-8,392575E-2	-2,031596E-1
2,897000E-1	1,281205E-2	-7,642925E-1	3,233019E-1	-2,496374E-1	-5,174602E-1	-8,396151E-2	-2,031596E-1
2,896642E-1	1,257364E-2	-7,642925E-1	3,228728E-1	-2,494705E-1	-5,176986E-1	-8,380654E-2	-2,030762E-1
2,896285E-1	1,246635E-2	-7,642925E-1	3,227655E-1	-2,493394E-1	-5,178178E-1	-8,406880E-2	-2,031716E-1
2,895927E-1	1,253787E-2	-7,643521E-1	3,227655E-1	-2,492559E-1	-5,178774E-1	-8,417609E-2	-2,033980E-1
2,897358E-1	1,264516E-2	-7,641494E-1	3,232066E-1	-2,491248E-1	-5,176509E-1	-8,400919E-2	-2,031477E-1
2,897715E-1	1,266900E-2	-7,643759E-1	3,234927E-1	-2,491844E-1	-5,174006E-1	-8,384230E-2	-2,030643E-1
2,896642E-1	1,271669E-2	-7,642925E-1	3,232781E-1	-2,493155E-1	-5,174363E-1	-8,411648E-2	-2,031000E-1
2,896762E-1	1,247827E-2	-7,642806E-1	3,229920E-1	-2,491248E-1	-5,176271E-1	-8,393767E-2	-2,032550E-1
2,896404E-1	1,258556E-2	-7,644117E-1	3,228370E-1	-2,489579E-1	-5,178059E-1	-8,412840E-2	-2,034696E-1
2,896046E-1	1,263324E-2	-7,642567E-1	3,228608E-1	-2,492798E-1	-5,177582E-1	-8,419993E-2	-2,034577E-1
2,897000E-1	1,265708E-2	-7,641614E-1	3,232066E-1	-2,492917E-1	-5,174363E-1	-8,402112E-2	-2,031835E-1
2,897596E-1	1,282398E-2	-7,641018E-1	3,233615E-1	-2,495659E-1	-5,172814E-1	-8,379462E-2	-2,032908E-1
2,896762E-1	1,274053E-2	-7,641971E-1	3,231589E-1	-2,493394E-1	-5,174125E-1	-8,398535E-2	-2,032192E-1
2,896523E-1	1,276437E-2	-7,641971E-1	3,227893E-1	-2,493275E-1	-5,176271E-1	-8,402112E-2	-2,032788E-1
2,896046E-1	1,260940E-2	-7,641375E-1	3,224555E-1	-2,493632E-1	-5,176747E-1	-8,427145E-2	-2,035649E-1
2,896404E-1	1,270477E-2	-7,642448E-1	3,226582E-1	-2,493632E-1	-5,176628E-1	-8,419993E-2	-2,034219E-1
2,896642E-1	1,271669E-2	-7,642686E-1	3,229801E-1	-2,493036E-1	-5,174959E-1	-8,374693E-2	-2,032788E-1
2,896285E-1	1,270477E-2	-7,642567E-1	3,229681E-1	-2,496136E-1	-5,174006E-1	-8,396151E-2	-2,034100E-1
2,896642E-1	1,258556E-2	-7,643402E-1	3,229801E-1	-2,492917E-1	-5,175436E-1	-8,399727E-2	-2,033384E-1
2,896166E-1	1,262132E-2	-7,643163E-1	3,229205E-1	-2,491963E-1	-5,175675E-1	-8,405688E-2	-2,033980E-1
2,895689E-1	1,270477E-2	-7,643163E-1	3,228608E-1	-2,492440E-1	-5,175436E-1	-8,408072E-2	-2,033504E-1
2,896166E-1	1,262132E-2	-7,641852E-1	3,230158E-1	-2,493275E-1	-5,174363E-1	-8,392575E-2	-2,031477E-1
2,897835E-1	1,272861E-2	-7,642925E-1	3,231112E-1	-2,494705E-1	-5,174006E-1	-8,386614E-2	-2,031835E-1
2,897358E-1	1,268092E-2	-7,642686E-1	3,230635E-1	-2,495897E-1	-5,174482E-1	-8,409264E-2	-2,032073E-1
2,895927E-1	1,253787E-2	-7,642925E-1	3,226701E-1	-2,494228E-1	-5,176151E-1	-8,397343E-2	-2,032073E-1
2,895689E-1	1,241866E-2	-7,643521E-1	3,224436E-1	-2,493155E-1	-5,177343E-1	-8,405688E-2	-2,034219E-1
2,895212E-1	1,253787E-2	-7,642329E-1	3,224794E-1	-2,492679E-1	-5,177820E-1	-8,425953E-2	-2,033504E-1
2,896762E-1	1,258556E-2	-7,642448E-1	3,226820E-1	-2,492679E-1	-5,175794E-1	-8,399727E-2	-2,032550E-1
2,897596E-1	1,262132E-2	-7,642806E-1	3,229085E-1	-2,492440E-1	-5,174363E-1	-8,393767E-2	-2,031835E-1
2,897119E-1	1,265708E-2	-7,643163E-1	3,230039E-1	-2,491129E-1	-5,174959E-1	-8,391383E-2	-2,032908E-1
2,896881E-1	1,260940E-2	-7,642806E-1	3,228847E-1	-2,491367E-1	-5,175198E-1	-8,404496E-2	-2,032431E-1
2,896404E-1	1,254979E-2	-7,643521E-1	3,226224E-1	-2,493036E-1	-5,176747E-1	-8,414032E-2	-2,033384E-1
2,896642E-1	1,240674E-2	-7,643640E-1	3,225986E-1	-2,492321E-1	-5,177105E-1	-8,416417E-2	-2,033504E-1
2,897238E-1	1,252595E-2	-7,643163E-1	3,226701E-1	-2,492917E-1	-5,175317E-1	-8,404496E-2	-2,032431E-1
2,897477E-1	1,254979E-2	-7,643044E-1	3,227893E-1	-2,496613E-1	-5,175198E-1	-8,408072E-2	-2,032192E-1
2,897477E-1	1,251403E-2	-7,642210E-1	3,229562E-1	-2,495420E-1	-5,174244E-1	-8,423569E-2	-2,033027E-1
2,897715E-1	1,257364E-2	-7,643283E-1	3,230397E-1	-2,493632E-1	-5,175436E-1	-8,419993E-2	-2,031596E-1
2,897238E-1	1,259748E-2	-7,643879E-1	3,227178E-1	-2,494824E-1	-5,175198E-1	-8,434298E-2	-2,032312E-1
2,896762E-1	1,241866E-2	-7,642686E-1	3,226463E-1	-2,493871E-1	-5,175555E-1	-8,431914E-2	-2,032192E-1
2,897715E-1	1,256171E-2	-7,643521E-1	3,227059E-1	-2,493752E-1	-5,175675E-1	-8,414032E-2	-2,032312E-1
2,897119E-1	1,254979E-2	-7,643283E-1	3,226701E-1	-2,493394E-1	-5,175675E-1	-8,416417E-2	-2,032550E-1
2,896523E-1	1,260940E-2	-7,643283E-1	3,225986E-1	-2,491248E-1	-5,175794E-1	-8,427145E-2	-2,031239E-1
2,897596E-1	1,260940E-2	-7,644117E-1	3,227655E-1	-2,490533E-1	-5,175555E-1	-8,412840E-2	-2,032312E-1
2,897835E-1	1,260940E-2	-7,643640E-1	3,228847E-1	-2,491963E-1	-5,174840E-1	-8,417609E-2	-2,032550E-1
2,896642E-1	1,262132E-2	-7,643521E-1	3,228608E-1	-2,492321E-1	-5,174840E-1	-8,410456E-2	-2,031954E-1
2,896523E-1	1,253787E-2	-7,643640E-1	3,228489E-1	-2,492559E-1	-5,174602E-1	-8,391383E-2	-2,032669E-1
2,896046E-1	1,253787E-2	-7,643998E-1	3,226582E-1	-2,492917E-1	-5,175079E-1	-8,414032E-2	-2,032908E-1
2,896404E-1	1,241866E-2	-7,643044E-1	3,225509E-1	-2,493394E-1	-5,176032E-1	-8,421185E-2	-2,032908E-1
2,895927E-1	1,250211E-2	-7,643759E-1	3,224675E-1	-2,493394E-1	-5,176986E-1	-8,397343E-2	-2,032908E-1
2,896166E-1	1,243058E-2	-7,644117E-1	3,226105E-1	-2,494705E-1	-5,175913E-1	-8,408072E-2	-2,032908E-1
2,896166E-1	1,257364E-2	-7,643163E-1	3,227655E-1	-2,496136E-1	-5,174959E-1	-8,399727E-2	-2,031835E-1
2,896642E-1	1,263324E-2	-7,643283E-1	3,226344E-1	-2,496493E-1	-5,174840E-1	-8,377078E-2	-2,031119E-1
2,896642E-1	1,243058E-2	-7,643759E-1	3,224794E-1	-2,495659E-1	-5,176151E-1	-8,406880E-2	-2,032788E-1
2,895927E-1	1,243058E-2	-7,642925E-1	3,224317E-1	-2,495659E-1	-5,176628E-1	-8,419993E-2	-2,032312E-1
2,896404E-1	1,249019E-2	-7,643283E-1	3,226940E-1	-2,493036E-1	-5,175198E-1	-8,403304E-2	-2,032073E-1
2,897119E-1	1,260940E-2	-7,643879E-1	3,229562E-1	-2,493155E-1	-5,172456E-1	-8,398535E-2	-2,031477E-1
2,897477E-1	1,256171E-2	-7,644117E-1	3,231589E-1	-2,492798E-1	-5,171860E-1	-8,400919E-2	-2,031000E-1
2,896523E-1	1,276437E-2	-7,644117E-1	3,229085E-1	-2,493036E-1	-5,173886E-1	-8,402112E-2	-2,031596E-1
2,896404E-1	1,251403E-2	-7,644713E-1	3,225747E-1	-2,493155E-1	-5,175079E-1	-8,402112E-2	-2,032192E-1
2,896166E-1	1,244251E-2	-7,644713E-1	3,223602E-1	-2,491487E-1	-5,175317E-1	-8,402112E-2	-2,032312E-1
2,895808E-1	1,258556E-2	-7,644713E-1	3,224317E-1	-2,491367E-1	-5,175198E-1	-8,412840E-2	-2,032431E-1
2,896046E-1	1,257364E-2	-7,644832E-1	3,227774E-1	-2,493155E-1	-5,173171E-1	-8,398535E-2	-2,031000E-1
2,897596E-1	1,269284E-2	-7,643521E-1	3,230754E-1	-2,492798E-1	-5,172456E-1	-8,372309E-2	-2,030881E-1
2,896762E-1	1,268092E-2	-7,643879E-1	3,230397E-1	-2,493036E-1	-5,172933E-1	-8,383038E-2	-2,031119E-1
2,895927E-1	1,263324E-2	-7,644236E-1	3,227536E-1	-2,495182E-1	-5,175198E-1	-8,399727E-2	-2,032431E-1
2,895808E-1	1,240674E-2	-7,643998E-1	3,223125E-1	-2,495182E-1	-5,176628E-1	-8,416417E-2	-2,032550E-1
2,895808E-1	1,245443E-2	-7,645309E-1	3,221933E-1	-2,494228E-1	-5,178297E-1	-8,391383E-2	-2,033265E-1
2,897596E-1	1,249019E-2	-7,644355E-1	3,225628E-1	-2,495182E-1	-5,176509E-1	-8,409264E-2	-2,031835E-1
